8.000000000000000444e-01,7.405781057810578716e+01
8.100000000000000533e-01,6.851695253290785104e+01
8.300000000000000711e-01,5.173016528925619895e+01
8.600000000000000977e-01,1.609234234234234151e+01
9.000000000000001332e-01,2.641306266548984993e+01
9.500000000000001776e-01,1.130744033692091755e+01
1.010000000000000231e+00,5.435171385991058202e+00
1.080000000000000293e+00,3.034939121228163117e+00
1.160000000000000364e+00,1.085682074408117259e+00
1.250000000000000444e+00,1.121723937099592394e+00
1.350000000000000533e+00,4.163208852005532701e-01
1.460000000000000631e+00,3.263688760806916500e-01
1.580000000000000515e+00,1.495624502784407284e-01
1.710000000000000409e+00,2.100768573868488365e-01
1.850000000000000533e+00,7.436399217221134617e-02
2.000000000000000444e+00,1.313725490196078483e-01
2.160000000000000586e+00,4.389721627408993410e-02
2.330000000000000515e+00,6.064209274673008215e-02
2.510000000000000675e+00,3.461538461538461731e-02
2.700000000000000622e+00,2.759526938239158927e-02
2.900000000000000799e+00,1.969057665260197029e-02
3.110000000000000764e+00,4.651162790697674354e-03
3.330000000000000959e+00,9.554140127388534645e-03
3.560000000000000941e+00,2.653399668325041524e-02
3.800000000000000711e+00,1.323251417769376152e-02
4.050000000000000711e+00,0.000000000000000000e+00
4.310000000000000497e+00,0.000000000000000000e+00
4.580000000000000071e+00,0.000000000000000000e+00
4.860000000000000320e+00,0.000000000000000000e+00
5.150000000000000355e+00,0.000000000000000000e+00
5.450000000000000178e+00,0.000000000000000000e+00
5.759999999999999787e+00,0.000000000000000000e+00
6.080000000000000071e+00,0.000000000000000000e+00
6.410000000000000142e+00,3.030303030303030300e-03
6.750000000000000000e+00,0.000000000000000000e+00
7.099999999999999645e+00,0.000000000000000000e+00
7.459999999999999964e+00,0.000000000000000000e+00
7.830000000000000071e+00,0.000000000000000000e+00
8.210000000000000853e+00,0.000000000000000000e+00
8.600000000000001421e+00,0.000000000000000000e+00
9.000000000000001776e+00,0.000000000000000000e+00
9.410000000000001918e+00,0.000000000000000000e+00
9.830000000000001847e+00,0.000000000000000000e+00
1.026000000000000156e+01,0.000000000000000000e+00
1.070000000000000107e+01,0.000000000000000000e+00
1.115000000000000036e+01,0.000000000000000000e+00
1.161000000000000121e+01,0.000000000000000000e+00
1.208000000000000185e+01,0.000000000000000000e+00
1.256000000000000227e+01,0.000000000000000000e+00
1.305000000000000249e+01,0.000000000000000000e+00
1.355000000000000249e+01,0.000000000000000000e+00
1.406000000000000227e+01,0.000000000000000000e+00
1.458000000000000185e+01,0.000000000000000000e+00
1.511000000000000121e+01,0.000000000000000000e+00
1.565000000000000213e+01,0.000000000000000000e+00
1.620000000000000284e+01,0.000000000000000000e+00
1.676000000000000156e+01,0.000000000000000000e+00
1.733000000000000185e+01,0.000000000000000000e+00
1.791000000000000014e+01,0.000000000000000000e+00
1.850000000000000000e+01,0.000000000000000000e+00
1.910000000000000142e+01,0.000000000000000000e+00
1.971000000000000085e+01,0.000000000000000000e+00
2.033000000000000185e+01,0.000000000000000000e+00
2.096000000000000085e+01,0.000000000000000000e+00
2.160000000000000142e+01,0.000000000000000000e+00
2.225000000000000000e+01,0.000000000000000000e+00
2.291000000000000014e+01,0.000000000000000000e+00
2.358000000000000185e+01,0.000000000000000000e+00
2.426000000000000156e+01,0.000000000000000000e+00
2.495000000000000284e+01,0.000000000000000000e+00
2.565000000000000213e+01,0.000000000000000000e+00
2.636000000000000298e+01,0.000000000000000000e+00
2.708000000000000185e+01,0.000000000000000000e+00
2.781000000000000227e+01,0.000000000000000000e+00
2.855000000000000071e+01,0.000000000000000000e+00
2.930000000000000071e+01,0.000000000000000000e+00
3.006000000000000227e+01,0.000000000000000000e+00
3.083000000000000185e+01,0.000000000000000000e+00
3.161000000000000298e+01,0.000000000000000000e+00
3.240000000000000568e+01,0.000000000000000000e+00
