8.000000000000000444e-01,5.828103792415169693e+01
8.100000000000000533e-01,5.196010950332420464e+01
8.300000000000000711e-01,5.205875051717004709e+01
8.600000000000000977e-01,2.956804214223002703e+01
9.000000000000001332e-01,1.927356020942408321e+01
9.500000000000001776e-01,6.447041984732824638e+00
1.010000000000000231e+00,4.368852459016393297e+00
1.080000000000000293e+00,3.826318593500266374e+00
1.160000000000000364e+00,1.141961231470923543e+00
1.250000000000000444e+00,7.974921630094043978e-01
1.350000000000000533e+00,5.340674466620785044e-01
1.460000000000000631e+00,2.367647058823529327e-01
1.580000000000000515e+00,1.800829875518672185e-01
1.710000000000000409e+00,2.091503267973856273e-01
1.850000000000000533e+00,5.731225296442687966e-02
2.000000000000000444e+00,1.142857142857142821e-01
2.160000000000000586e+00,6.289308176100628922e-02
2.330000000000000515e+00,3.914590747330960741e-02
2.510000000000000675e+00,1.264222503160556191e-02
2.700000000000000622e+00,1.876675603217158039e-02
2.900000000000000799e+00,3.129251700680272391e-02
3.110000000000000764e+00,8.733624454148471161e-03
3.330000000000000959e+00,8.183306055646481780e-03
3.560000000000000941e+00,1.039861351819757439e-02
3.800000000000000711e+00,1.941747572815533899e-03
4.050000000000000711e+00,5.660377358490565648e-03
4.310000000000000497e+00,0.000000000000000000e+00
4.580000000000000071e+00,0.000000000000000000e+00
4.860000000000000320e+00,2.450980392156862711e-03
5.150000000000000355e+00,0.000000000000000000e+00
5.450000000000000178e+00,0.000000000000000000e+00
5.759999999999999787e+00,0.000000000000000000e+00
6.080000000000000071e+00,0.000000000000000000e+00
6.410000000000000142e+00,0.000000000000000000e+00
6.750000000000000000e+00,0.000000000000000000e+00
7.099999999999999645e+00,0.000000000000000000e+00
7.459999999999999964e+00,0.000000000000000000e+00
7.830000000000000071e+00,0.000000000000000000e+00
8.210000000000000853e+00,0.000000000000000000e+00
8.600000000000001421e+00,8.130081300813008990e-03
9.000000000000001776e+00,0.000000000000000000e+00
9.410000000000001918e+00,0.000000000000000000e+00
9.830000000000001847e+00,0.000000000000000000e+00
1.026000000000000156e+01,0.000000000000000000e+00
1.070000000000000107e+01,0.000000000000000000e+00
1.115000000000000036e+01,0.000000000000000000e+00
1.161000000000000121e+01,0.000000000000000000e+00
1.208000000000000185e+01,0.000000000000000000e+00
1.256000000000000227e+01,0.000000000000000000e+00
1.305000000000000249e+01,0.000000000000000000e+00
1.355000000000000249e+01,0.000000000000000000e+00
1.406000000000000227e+01,0.000000000000000000e+00
1.458000000000000185e+01,0.000000000000000000e+00
1.511000000000000121e+01,0.000000000000000000e+00
1.565000000000000213e+01,0.000000000000000000e+00
1.620000000000000284e+01,0.000000000000000000e+00
1.676000000000000156e+01,0.000000000000000000e+00
1.733000000000000185e+01,0.000000000000000000e+00
1.791000000000000014e+01,0.000000000000000000e+00
1.850000000000000000e+01,0.000000000000000000e+00
1.910000000000000142e+01,0.000000000000000000e+00
1.971000000000000085e+01,0.000000000000000000e+00
2.033000000000000185e+01,0.000000000000000000e+00
2.096000000000000085e+01,0.000000000000000000e+00
2.160000000000000142e+01,0.000000000000000000e+00
2.225000000000000000e+01,0.000000000000000000e+00
2.291000000000000014e+01,0.000000000000000000e+00
2.358000000000000185e+01,0.000000000000000000e+00
2.426000000000000156e+01,0.000000000000000000e+00
2.495000000000000284e+01,0.000000000000000000e+00
2.565000000000000213e+01,0.000000000000000000e+00
2.636000000000000298e+01,0.000000000000000000e+00
2.708000000000000185e+01,0.000000000000000000e+00
2.781000000000000227e+01,0.000000000000000000e+00
2.855000000000000071e+01,0.000000000000000000e+00
2.930000000000000071e+01,0.000000000000000000e+00
3.006000000000000227e+01,0.000000000000000000e+00
3.083000000000000185e+01,0.000000000000000000e+00
3.161000000000000298e+01,0.000000000000000000e+00
3.240000000000000568e+01,0.000000000000000000e+00
